ProductId,Mid,Spread
9128283H1,99-007,00-+
9128283H1,100-015,00-+
9128283H1,99-161,00-+
9128283H1,100-030,00-3
9128283H1,100-216,00-2
9128283H1,100-063,00-+
9128283H1,100-093,00-2
9128283H1,100-19+,00-3
9128283H1,99-046,00-3
9128283H1,99-090,00-2
9128283H1,99-161,00-+
9128283H1,100-287,00-2
9128283H1,99-020,00-2
9128283H1,99-27+,00-+
9128283H1,99-046,00-3
9128283H1,99-271,00-3
9128283H1,100-201,00-2
9128283H1,99-080,00-2
9128283H1,99-192,00-3
9128283H1,100-052,00-2
9128283H1,99-047,00-2
9128283H1,100-061,00-2
9128283H1,99-122,00-+
9128283H1,100-210,00-3
9128283H1,100-260,00-3
9128283H1,99-285,00-3
9128283H1,100-105,00-3
9128283H1,100-101,00-3
9128283H1,99-302,00-+
9128283H1,100-212,00-+
9128283H1,99-000,00-3
9128283H1,99-061,00-2
9128283H1,99-116,00-2
9128283H1,99-282,00-2
9128283H1,99-262,00-2
9128283H1,100-012,00-+
9128283H1,100-122,00-2
9128283H1,100-063,00-3
9128283H1,99-137,00-3
9128283H1,100-126,00-3
9128283H1,99-085,00-+
9128283H1,100-211,00-3
9128283H1,100-115,00-+
9128283H1,100-270,00-2
9128283H1,100-267,00-2
9128283H1,100-197,00-+
9128283H1,100-023,00-2
9128283H1,99-237,00-+
9128283H1,100-207,00-+
9128283H1,99-011,00-3
9128283H1,100-106,00-+
9128283H1,99-22+,00-+
9128283H1,99-191,00-2
9128283H1,100-265,00-2
9128283H1,99-052,00-+
9128283H1,100-232,00-3
9128283H1,100-02+,00-3
9128283H1,99-18+,00-+
9128283H1,99-236,00-+
9128283H1,99-185,00-3
9128283H1,99-163,00-+
9128283H1,99-317,00-+
9128283H1,100-16+,00-+
9128283H1,99-105,00-2
9128283H1,99-053,00-2
9128283H1,100-246,00-+
9128283H1,99-303,00-2
9128283H1,100-277,00-2
9128283H1,99-023,00-+
9128283H1,99-031,00-+
9128283H1,100-26+,00-3
9128283H1,100-095,00-+
9128283H1,100-035,00-2
9128283H1,99-191,00-2
9128283H1,100-173,00-2
9128283H1,99-153,00-2
9128283H1,100-027,00-+
9128283H1,100-080,00-3
9128283H1,100-112,00-2
9128283H1,99-227,00-3
9128283H1,99-225,00-3
9128283H1,99-27+,00-3
9128283H1,99-182,00-+
9128283H1,100-077,00-3
9128283H1,99-31+,00-+
9128283H1,99-026,00-3
9128283H1,100-077,00-3
9128283H1,100-240,00-3
9128283H1,100-192,00-2
9128283H1,99-293,00-+
9128283H1,99-097,00-2
9128283H1,100-150,00-2
9128283H1,99-030,00-+
9128283H1,100-28+,00-+
9128283H1,99-081,00-2
9128283H1,100-157,00-2
9128283H1,100-006,00-2
9128283H1,99-011,00-3
9128283H1,100-241,00-3
9128283H1,100-062,00-2
9128283H1,100-203,00-3
9128283H1,100-213,00-3
9128283H1,99-260,00-3
9128283H1,100-220,00-2
9128283H1,100-175,00-3
9128283H1,99-012,00-+
9128283H1,100-053,00-+
9128283H1,100-183,00-+
9128283H1,99-105,00-2
9128283H1,99-133,00-3
9128283H1,99-026,00-2
9128283H1,100-296,00-3
9128283H1,99-022,00-2
9128283H1,100-301,00-+
9128283H1,99-310,00-3
9128283H1,99-095,00-+
9128283H1,100-290,00-3
9128283H1,99-211,00-+
9128283H1,100-10+,00-3
9128283H1,99-190,00-2
9128283H1,99-277,00-3
9128283H1,100-167,00-2
9128283H1,99-187,00-2
9128283H1,99-152,00-2
9128283H1,100-110,00-+
9128283H1,99-211,00-3
9128283H1,99-192,00-3
9128283H1,100-295,00-2
9128283H1,100-240,00-3
9128283H1,100-021,00-3
9128283H1,99-160,00-2
9128283H1,100-166,00-3
9128283H1,99-202,00-2
9128283H1,100-05+,00-+
9128283H1,100-185,00-+
9128283H1,99-126,00-2
9128283H1,100-091,00-2
9128283H1,100-182,00-3
9128283H1,99-067,00-3
9128283H1,99-022,00-2
9128283H1,100-143,00-+
9128283H1,100-095,00-2
9128283H1,100-270,00-2
9128283H1,100-242,00-3
9128283H1,99-092,00-2
9128283H1,100-30+,00-+
9128283H1,100-035,00-3
9128283H1,99-160,00-2
9128283H1,100-051,00-3
9128283H1,99-121,00-+
9128283H1,99-243,00-+
9128283H1,100-193,00-3
9128283H1,99-277,00-+
9128283H1,100-147,00-2
9128283H1,100-050,00-+
9128283H1,99-012,00-2
9128283H1,99-141,00-2
9128283H1,100-011,00-2
9128283H1,100-286,00-2
9128283H1,100-033,00-2
9128283H1,100-105,00-2
9128283H1,99-000,00-+
9128283H1,100-011,00-+
9128283H1,100-150,00-+
9128283H1,99-106,00-+
9128283H1,100-091,00-3
9128283H1,100-125,00-3
9128283H1,100-017,00-+
9128283H1,100-101,00-2
9128283H1,100-04+,00-3
9128283H1,100-25+,00-+
9128283H1,99-140,00-3
9128283H1,100-002,00-+
9128283H1,99-036,00-3
9128283H1,100-070,00-3
9128283H1,99-183,00-2
9128283H1,100-246,00-2
9128283H1,100-063,00-+
9128283H1,99-096,00-2
9128283H1,100-207,00-+
9128283H1,100-050,00-+
9128283H1,99-012,00-2
9128283H1,99-240,00-2
9128283H1,100-21+,00-+
9128283H1,99-117,00-2
9128283H1,100-11+,00-3
9128283H1,100-191,00-2
9128283H1,100-000,00-3
9128283H1,100-122,00-+
9128283H1,100-010,00-3
9128283H1,99-132,00-3
9128283H1,100-276,00-2
9128283H1,100-036,00-2
9128283H1,100-17+,00-2
9128283H1,100-135,00-2
9128283H1,99-20+,00-2
9128283H1,100-095,00-+
9128283H1,100-025,00-+
9128283H1,100-002,00-2
9128283H1,100-121,00-+
9128283H1,99-070,00-3
9128283H1,100-255,00-2
9128283H1,99-300,00-2
9128283H1,100-017,00-2
9128283H1,100-180,00-3
9128283H1,99-086,00-+
9128283H1,99-256,00-+
9128283H1,100-17+,00-+
9128283H1,99-073,00-2
9128283H1,99-223,00-2
9128283H1,100-317,00-+
9128283H1,99-28+,00-+
9128283H1,100-013,00-+
9128283H1,99-153,00-+
9128283H1,99-061,00-3
9128283H1,99-257,00-+
9128283H1,100-266,00-3
9128283H1,100-122,00-2
9128283H1,100-19+,00-3
9128283H1,100-095,00-2
9128283H1,99-071,00-3
9128283H1,100-101,00-+
9128283H1,99-285,00-+
9128283H1,99-005,00-2
9128283H1,100-137,00-2
9128283H1,100-277,00-+
9128283H1,99-276,00-2
9128283H1,99-301,00-+
9128283H1,100-203,00-2
9128283H1,99-312,00-2
9128283H1,99-221,00-+
9128283H1,99-022,00-2
9128283H1,100-186,00-+
9128283H1,100-222,00-2
9128283H1,99-062,00-+
9128283H1,100-240,00-2
9128283H1,100-09+,00-3
9128283H1,100-227,00-3
9128283H1,100-271,00-+
9128283H1,100-256,00-2
9128283H1,99-036,00-3
9128283H1,99-047,00-3
9128283H1,99-175,00-+
9128283H1,100-310,00-3
9128283H1,99-175,00-2
9128283H1,99-120,00-2
9128283H1,100-266,00-2
9128283H1,100-292,00-2
9128283H1,99-117,00-3
9128283H1,99-117,00-+
9128283H1,100-010,00-+
9128283H1,100-163,00-3
9128283H1,99-307,00-+
9128283H1,100-311,00-2
9128283H1,100-160,00-+
9128283H1,100-005,00-3
9128283H1,99-086,00-2
9128283H1,99-290,00-3
9128283H1,99-015,00-3
9128283H1,100-051,00-3
9128283H1,100-107,00-2
9128283H1,99-283,00-3
9128283H1,99-05+,00-+
9128283H1,99-132,00-+
9128283H1,100-157,00-3
9128283H1,99-132,00-3
9128283H1,100-271,00-+
9128283H1,100-076,00-2
9128283H1,100-177,00-2
9128283H1,100-283,00-+
9128283H1,100-300,00-2
9128283H1,99-040,00-3
9128283H1,99-027,00-+
9128283H1,100-315,00-2
9128283H1,99-117,00-+
9128283H1,99-201,00-3
9128283H1,100-025,00-2
9128283H1,99-200,00-3
9128283H1,100-261,00-3
9128283H1,99-122,00-+
9128283H1,100-310,00-+
9128283H1,99-097,00-+
9128283H1,100-312,00-3
9128283H1,99-206,00-+
9128283H1,100-011,00-2
9128283H1,100-027,00-2
9128283H1,99-135,00-+
9128283H1,100-231,00-+
9128283H1,100-071,00-3
9128283H1,99-213,00-3
9128283H1,99-233,00-3
9128283H1,99-312,00-2
9128283H1,99-247,00-3
9128283H1,100-000,00-+
9128283H1,100-212,00-3
9128283H1,99-102,00-3
9128283H1,100-147,00-+
9128283H1,99-215,00-3
9128283H1,100-08+,00-+
9128283H1,99-207,00-+
9128283H1,100-17+,00-2
9128283H1,100-103,00-+
9128283H1,100-015,00-2
9128283H1,100-247,00-3
9128283H1,100-00+,00-+
9128283H1,100-14+,00-3
9128283H1,99-265,00-3
9128283H1,100-117,00-3
9128283H1,99-006,00-2
9128283H1,100-215,00-2
9128283H1,99-252,00-+
9128283H1,99-013,00-2
9128283H1,99-220,00-3
9128283H1,100-251,00-2
9128283H1,99-046,00-3
9128283H1,100-005,00-+
9128283H1,99-065,00-2
9128283H1,99-062,00-2
9128283H1,100-141,00-2
9128283H1,99-15+,00-3
9128283H1,100-292,00-2
9128283H1,100-165,00-+
9128283H1,100-113,00-3
9128283H1,99-026,00-3
9128283H1,100-146,00-3
9128283H1,100-183,00-3
9128283H1,100-13+,00-3
9128283H1,100-317,00-2
9128283H1,99-020,00-2
9128283H1,99-280,00-2
9128283H1,99-255,00-+
9128283H1,100-046,00-3
9128283H1,99-133,00-+
9128283H1,100-145,00-3
9128283H1,100-010,00-2
9128283H1,100-225,00-3
9128283H1,100-221,00-+
9128283H1,100-283,00-2
9128283H1,99-235,00-+
9128283H1,99-033,00-2
9128283H1,99-315,00-3
9128283H1,99-045,00-+
9128283H1,100-215,00-3
9128283H1,99-190,00-+
9128283H1,99-145,00-+
9128283H1,100-041,00-2
9128283H1,99-230,00-2
9128283H1,99-285,00-3
9128283H1,100-107,00-2
9128283H1,99-225,00-2
9128283H1,100-225,00-3
9128283H1,99-011,00-2
9128283H1,100-250,00-+
9128283H1,99-182,00-+
9128283H1,99-19+,00-3
9128283H1,100-280,00-+
9128283H1,99-105,00-2
9128283H1,99-107,00-+
9128283H1,100-260,00-2
9128283H1,100-193,00-2
9128283H1,100-026,00-3
9128283H1,100-151,00-+
9128283H1,100-076,00-3
9128283H1,99-14+,00-3
9128283H1,100-257,00-2
9128283H1,100-100,00-+
9128283H1,99-017,00-3
9128283H1,99-313,00-3
9128283H1,99-256,00-+
9128283H1,99-101,00-3
9128283H1,99-126,00-2
9128283H1,100-181,00-2
9128283H1,100-01+,00-2
9128283H1,100-065,00-3
9128283H1,100-223,00-3
9128283H1,99-082,00-3
9128283H1,100-185,00-2
9128283H1,100-100,00-+
9128283H1,100-200,00-3
9128283H1,99-097,00-+
9128283H1,100-312,00-3
9128283H1,100-033,00-+
9128283H1,99-306,00-2
9128283H1,100-151,00-2
9128283H1,99-047,00-2
9128283H1,100-273,00-+
9128283H1,99-100,00-3
9128283H1,100-220,00-3
9128283H1,100-125,00-+
9128283H1,99-14+,00-3
9128283H1,100-277,00-+
9128283H1,100-316,00-+
9128283H1,99-003,00-3
9128283H1,99-296,00-3
9128283H1,99-042,00-3
9128283H1,100-222,00-2
9128283H1,100-060,00-+
9128283H1,99-273,00-2
9128283H1,100-010,00-2
9128283H1,100-141,00-3
9128283H1,100-126,00-2
9128283H1,99-112,00-+
9128283H1,99-07+,00-+
9128283H1,100-000,00-2
9128283H1,100-142,00-3
9128283H1,100-252,00-2
9128283H1,99-267,00-3
9128283H1,100-211,00-2
9128283H1,99-100,00-+
9128283H1,100-223,00-2
9128283H1,100-303,00-2
9128283H1,99-005,00-2
9128283H1,100-161,00-3
9128283H1,100-060,00-+
9128283H1,99-137,00-3
9128283H1,99-146,00-2
9128283H1,100-313,00-+
9128283H1,99-096,00-2
9128283H1,100-213,00-3
9128283H1,99-095,00-+
9128283H1,100-101,00-2
9128283H1,99-115,00-2
9128283H1,99-07+,00-3
9128283H1,100-171,00-2
9128283H1,99-283,00-2
9128283H1,99-173,00-2
9128283H1,100-195,00-2
9128283H1,99-295,00-2
9128283H1,100-310,00-+
9128283H1,100-271,00-2
9128283H1,99-253,00-2
9128283H1,100-216,00-+
9128283H1,99-040,00-3
9128283H1,100-222,00-3
9128283H1,100-075,00-3
9128283H1,100-143,00-3
9128283H1,100-26+,00-2
9128283H1,100-167,00-+
9128283H1,99-267,00-3
9128283H1,100-302,00-3
9128283H1,99-117,00-+
9128283H1,100-053,00-3
9128283H1,100-26+,00-2
9128283H1,100-191,00-+
9128283H1,100-067,00-2
9128283H1,99-212,00-2
9128283H1,100-266,00-2
9128283H1,99-086,00-+
9128283H1,100-15+,00-2
9128283H1,100-173,00-3
9128283H1,99-183,00-2
9128283H1,100-123,00-+
9128283H1,100-183,00-3
9128283H1,99-00+,00-+
9128283H1,100-21+,00-2
9128283H1,100-257,00-3
9128283H1,99-225,00-2
9128283H1,100-230,00-3
9128283H1,99-12+,00-2
9128283H1,99-282,00-2
9128283H1,99-16+,00-2
9128283H1,99-162,00-+
9128283H1,100-130,00-3
9128283H1,99-103,00-+
9128283H1,99-217,00-2
9128283H1,100-155,00-3
9128283H1,99-226,00-2
9128283H1,100-060,00-+
9128283H1,99-206,00-+
9128283H1,99-082,00-+
9128283H1,100-082,00-2
9128283H1,100-172,00-3
9128283H1,100-055,00-+
9128283H1,100-241,00-+
9128283H1,100-297,00-2
9128283H1,99-302,00-3
9128283H1,100-181,00-3
9128283H1,100-226,00-+
9128283H1,100-126,00-+
9128283H1,100-220,00-+
9128283H1,99-082,00-3
9128283H1,99-217,00-3
9128283H1,100-122,00-3
9128283H1,99-013,00-3
9128283H1,100-113,00-+
9128283H1,99-071,00-+
9128283H1,100-257,00-+
9128283H1,99-033,00-3
9128283H1,100-167,00-3
9128283H1,99-175,00-2
9128283H1,100-205,00-+
9128283H1,100-280,00-+
9128283H1,100-12+,00-3
9128283H1,99-126,00-3
9128283H1,99-213,00-3
9128283H1,100-080,00-3
9128283H1,99-116,00-3
9128283H1,100-085,00-3
9128283H1,99-092,00-3
9128283H1,99-312,00-+
9128283H1,100-163,00-2
9128283H1,99-10+,00-3
9128283H1,100-260,00-2
9128283H1,99-122,00-+
9128283H1,100-220,00-2
9128283H1,99-081,00-+
9128283H1,99-025,00-3
9128283H1,99-312,00-+
9128283H1,99-156,00-2
9128283H1,99-243,00-2
9128283H1,100-142,00-+
9128283H1,99-177,00-3
9128283H1,100-193,00-+
9128283H1,99-24+,00-2
9128283H1,99-021,00-3
9128283H1,100-195,00-+
9128283H1,100-107,00-3
9128283H1,99-132,00-2
9128283H1,100-186,00-3
9128283H1,100-252,00-2
9128283H1,100-29+,00-+
9128283H1,100-011,00-+
9128283H1,99-162,00-+
9128283H1,100-216,00-2
9128283H1,100-235,00-3
9128283H1,100-165,00-3
9128283H1,99-267,00-+
9128283H1,100-147,00-+
9128283H1,99-04+,00-3
9128283H1,100-305,00-3
9128283H1,99-237,00-2
9128283H1,99-221,00-+
9128283H1,100-011,00-3
9128283H1,99-000,00-3
9128283H1,99-252,00-2
9128283H1,100-223,00-+
9128283H1,100-123,00-+
9128283H1,100-185,00-3
9128283H1,99-312,00-2
9128283H1,100-213,00-3
9128283H1,100-117,00-3
9128283H1,100-09+,00-3
9128283H1,99-247,00-2
9128283H1,99-01+,00-3
9128283H1,100-172,00-2
9128283H1,99-023,00-+
9128283H1,100-063,00-2
9128283H1,100-173,00-2
9128283H1,100-311,00-+
9128283H1,100-033,00-+
9128283H1,100-222,00-3
9128283H1,99-27+,00-2
9128283H1,99-305,00-+
9128283H1,99-233,00-2
9128283H1,99-027,00-+
9128283H1,99-131,00-3
9128283H1,100-165,00-3
9128283H1,99-215,00-2
9128283H1,99-010,00-+
9128283H1,100-106,00-3
9128283H1,99-177,00-3
9128283H1,99-295,00-3
9128283H1,100-247,00-3
9128283H1,100-250,00-2
9128283H1,99-240,00-+
9128283H1,100-28+,00-+
9128283H1,100-196,00-3
9128283H1,99-312,00-3
9128283H1,99-131,00-2
9128283H1,100-291,00-+
9128283H1,99-016,00-3
9128283H1,99-095,00-2
9128283H1,100-123,00-2
9128283H1,100-186,00-2
9128283H1,100-080,00-+
9128283H1,100-217,00-3
9128283H1,99-106,00-+
9128283H1,100-273,00-+
9128283H1,100-317,00-+
9128283H1,100-25+,00-3
9128283H1,99-211,00-2
9128283H1,100-020,00-+
9128283H1,100-102,00-2
9128283H1,99-307,00-2
9128283H1,100-20+,00-3
9128283H1,99-250,00-2
9128283H1,99-230,00-2
9128283H1,100-113,00-+
9128283H1,99-181,00-+
9128283H1,100-307,00-2
9128283H1,99-276,00-3
9128283H1,99-316,00-3
9128283H1,100-315,00-2
9128283H1,100-261,00-2
9128283H1,99-240,00-3
9128283H1,100-031,00-2
9128283H1,100-300,00-3
9128283H1,99-23+,00-2
9128283H1,99-021,00-2
9128283H1,99-003,00-2
9128283H1,100-275,00-2
9128283H1,100-150,00-3
9128283H1,99-290,00-3
9128283H1,100-003,00-3
9128283H1,99-30+,00-2
9128283H1,99-170,00-+
9128283H1,99-215,00-+
9128283H1,100-025,00-3
9128283H1,100-090,00-2
9128283H1,100-25+,00-2
9128283H1,99-255,00-+
9128283H1,100-226,00-2
9128283H1,100-196,00-2
9128283H1,100-235,00-3
9128283H1,99-167,00-+
9128283H1,100-102,00-+
9128283H1,99-082,00-3
9128283H1,100-21+,00-3
9128283H1,100-107,00-+
9128283H1,100-010,00-2
9128283H1,99-073,00-+
9128283H1,100-296,00-3
9128283H1,100-00+,00-3
9128283H1,100-056,00-2
9128283H1,99-090,00-3
9128283H1,99-223,00-+
9128283H1,100-287,00-3
9128283H1,99-067,00-2
9128283H1,100-143,00-2
9128283H1,99-275,00-3
9128283H1,99-291,00-3
9128283H1,100-23+,00-+
9128283H1,99-133,00-2
