CUSIP,BidPrice,BidVisibleQuantity,BidHiddenQuantity,OfferPrice,OfferVisibleQuantity,OfferHiddenQuantity
9128283H1,100.58,1000000,2000000,100.592,1000000,2000000
9128283H1,99.9297,2000000,4000000,99.9375,2000000,4000000
9128283H1,100.701,1000000,2000000,100.713,1000000,2000000
9128283H1,100.318,2000000,4000000,100.33,2000000,4000000
9128283H1,99.0508,1000000,2000000,99.0664,1000000,2000000
9128283H1,100.68,2000000,4000000,100.695,2000000,4000000
9128283H1,100.4,1000000,2000000,100.412,1000000,2000000
9128283H1,100.246,2000000,4000000,100.254,2000000,4000000
9128283H1,99.9043,1000000,2000000,99.916,1000000,2000000
9128283H1,100.432,2000000,4000000,100.443,2000000,4000000
9128283H1,99.4102,1000000,2000000,99.4258,1000000,2000000
9128283H1,99.6875,2000000,4000000,99.6953,2000000,4000000
9128283H1,99.2305,1000000,2000000,99.2461,1000000,2000000
9128283H1,99.1191,2000000,4000000,99.1309,2000000,4000000
9128283H1,99.1914,1000000,2000000,99.1992,1000000,2000000
9128283H1,99.8242,2000000,4000000,99.8398,2000000,4000000
9128283H1,99.1016,1000000,2000000,99.1094,1000000,2000000
9128283H1,100.145,2000000,4000000,100.16,2000000,4000000
9128283H1,100.471,1000000,2000000,100.482,1000000,2000000
9128283H1,99.2168,2000000,4000000,99.2285,2000000,4000000
9128283H1,99.7988,1000000,2000000,99.8105,1000000,2000000
9128283H1,100.369,2000000,4000000,100.381,2000000,4000000
9128283H1,99.4688,1000000,2000000,99.4766,1000000,2000000
9128283H1,99.8203,2000000,4000000,99.8281,2000000,4000000
9128283H1,100.969,1000000,2000000,100.977,1000000,2000000
9128283H1,99.3516,2000000,4000000,99.3672,2000000,4000000
9128283H1,99.4336,1000000,2000000,99.4414,1000000,2000000
9128283H1,99.9883,2000000,4000000,100.004,2000000,4000000
9128283H1,100.512,1000000,2000000,100.52,1000000,2000000
9128283H1,100.555,2000000,4000000,100.57,2000000,4000000
9128283H1,100.57,1000000,2000000,100.578,1000000,2000000
9128283H1,99.375,2000000,4000000,99.3906,2000000,4000000
9128283H1,100.934,1000000,2000000,100.941,1000000,2000000
9128283H1,100.418,2000000,4000000,100.434,2000000,4000000
9128283H1,99.5742,1000000,2000000,99.582,1000000,2000000
9128283H1,100.523,2000000,4000000,100.539,2000000,4000000
9128283H1,99.9727,1000000,2000000,99.9883,1000000,2000000
9128283H1,100.824,2000000,4000000,100.84,2000000,4000000
9128283H1,100.496,1000000,2000000,100.504,1000000,2000000
9128283H1,100.66,2000000,4000000,100.668,2000000,4000000
9128283H1,99.1719,1000000,2000000,99.1797,1000000,2000000
9128283H1,99.7266,2000000,4000000,99.7344,2000000,4000000
9128283H1,100.438,1000000,2000000,100.445,1000000,2000000
9128283H1,100.074,2000000,4000000,100.09,2000000,4000000
9128283H1,100.809,1000000,2000000,100.816,1000000,2000000
9128283H1,99.0488,2000000,4000000,99.0605,2000000,4000000
9128283H1,99.1738,1000000,2000000,99.1855,1000000,2000000
9128283H1,100.922,2000000,4000000,100.93,2000000,4000000
9128283H1,100.113,1000000,2000000,100.129,1000000,2000000
9128283H1,100.928,2000000,4000000,100.939,2000000,4000000
9128283H1,100.145,1000000,2000000,100.16,1000000,2000000
9128283H1,99.7402,2000000,4000000,99.752,2000000,4000000
9128283H1,100.113,1000000,2000000,100.129,1000000,2000000
9128283H1,100.621,2000000,4000000,100.637,2000000,4000000
9128283H1,100.703,1000000,2000000,100.719,1000000,2000000
9128283H1,100.275,2000000,4000000,100.287,2000000,4000000
9128283H1,99.2441,1000000,2000000,99.2559,1000000,2000000
9128283H1,100.611,2000000,4000000,100.623,2000000,4000000
9128283H1,99.9863,1000000,2000000,99.998,1000000,2000000
9128283H1,99.6484,2000000,4000000,99.6641,2000000,4000000
9128283H1,99.2852,1000000,2000000,99.293,1000000,2000000
9128283H1,100.508,2000000,4000000,100.516,2000000,4000000
9128283H1,99.5781,1000000,2000000,99.5938,1000000,2000000
9128283H1,99.2148,2000000,4000000,99.2227,2000000,4000000
9128283H1,99.1191,1000000,2000000,99.1309,1000000,2000000
9128283H1,99.7812,2000000,4000000,99.7969,2000000,4000000
9128283H1,99.7852,1000000,2000000,99.8008,1000000,2000000
9128283H1,100.279,2000000,4000000,100.291,2000000,4000000
9128283H1,100.295,1000000,2000000,100.307,1000000,2000000
9128283H1,100.348,2000000,4000000,100.355,2000000,4000000
9128283H1,99.9688,1000000,2000000,99.9766,1000000,2000000
9128283H1,100.146,2000000,4000000,100.158,2000000,4000000
9128283H1,100.59,1000000,2000000,100.605,1000000,2000000
9128283H1,100.896,2000000,4000000,100.908,2000000,4000000
9128283H1,99.3359,1000000,2000000,99.3438,1000000,2000000
9128283H1,99.7812,2000000,4000000,99.7891,2000000,4000000
9128283H1,99.7129,1000000,2000000,99.7246,1000000,2000000
9128283H1,100.506,2000000,4000000,100.518,2000000,4000000
9128283H1,99.9199,1000000,2000000,99.9316,1000000,2000000
9128283H1,99.4629,2000000,4000000,99.4746,2000000,4000000
9128283H1,99.2227,1000000,2000000,99.2383,1000000,2000000
9128283H1,100.51,2000000,4000000,100.521,2000000,4000000
9128283H1,99.8848,1000000,2000000,99.8965,1000000,2000000
9128283H1,99.2148,2000000,4000000,99.2227,2000000,4000000
9128283H1,100.205,1000000,2000000,100.217,1000000,2000000
9128283H1,100.113,2000000,4000000,100.129,2000000,4000000
9128283H1,100.203,1000000,2000000,100.211,1000000,2000000
9128283H1,99.2852,2000000,4000000,99.293,2000000,4000000
9128283H1,99.1074,1000000,2000000,99.1191,1000000,2000000
9128283H1,100.973,2000000,4000000,100.988,2000000,4000000
9128283H1,100.408,1000000,2000000,100.42,1000000,2000000
9128283H1,99.4668,2000000,4000000,99.4785,2000000,4000000
9128283H1,99.5273,1000000,2000000,99.543,1000000,2000000
9128283H1,100.926,2000000,4000000,100.934,2000000,4000000
9128283H1,99.9062,1000000,2000000,99.9141,1000000,2000000
9128283H1,99.8828,2000000,4000000,99.8906,2000000,4000000
9128283H1,99.6836,1000000,2000000,99.6914,1000000,2000000
9128283H1,99.7695,2000000,4000000,99.7773,2000000,4000000
9128283H1,99.748,1000000,2000000,99.7598,1000000,2000000
9128283H1,100.391,2000000,4000000,100.398,2000000,4000000
9128283H1,99.0098,1000000,2000000,99.0215,1000000,2000000
9128283H1,99.6934,2000000,4000000,99.7051,2000000,4000000
9128283H1,99.9727,1000000,2000000,99.9805,1000000,2000000
9128283H1,99.1016,2000000,4000000,99.1094,2000000,4000000
9128283H1,99.998,1000000,2000000,100.01,1000000,2000000
9128283H1,100.939,2000000,4000000,100.951,2000000,4000000
9128283H1,99.2812,1000000,2000000,99.2969,1000000,2000000
9128283H1,100.148,2000000,4000000,100.164,2000000,4000000
9128283H1,99.4824,1000000,2000000,99.4941,1000000,2000000
9128283H1,99.3984,2000000,4000000,99.4062,2000000,4000000
9128283H1,100.646,1000000,2000000,100.658,1000000,2000000
9128283H1,99.5938,2000000,4000000,99.6016,2000000,4000000
9128283H1,99.3457,1000000,2000000,99.3574,1000000,2000000
9128283H1,99.2227,2000000,4000000,99.2305,2000000,4000000
9128283H1,100.781,1000000,2000000,100.789,1000000,2000000
9128283H1,100.221,2000000,4000000,100.232,2000000,4000000
9128283H1,100.512,1000000,2000000,100.527,1000000,2000000
9128283H1,99.6445,2000000,4000000,99.6523,2000000,4000000
9128283H1,100.936,1000000,2000000,100.947,1000000,2000000
9128283H1,99.5684,2000000,4000000,99.5801,2000000,4000000
9128283H1,100.404,1000000,2000000,100.416,1000000,2000000
9128283H1,99.6953,2000000,4000000,99.7109,2000000,4000000
9128283H1,99.2578,1000000,2000000,99.2734,1000000,2000000
9128283H1,100.746,2000000,4000000,100.762,2000000,4000000
9128283H1,99.3633,1000000,2000000,99.3789,1000000,2000000
9128283H1,100.061,2000000,4000000,100.072,2000000,4000000
9128283H1,99.7598,1000000,2000000,99.7715,1000000,2000000
9128283H1,99.125,2000000,4000000,99.1406,2000000,4000000
9128283H1,99.4492,1000000,2000000,99.4648,1000000,2000000
9128283H1,100.492,2000000,4000000,100.5,2000000,4000000
9128283H1,99.3516,1000000,2000000,99.3594,1000000,2000000
9128283H1,99.0859,2000000,4000000,99.0938,2000000,4000000
9128283H1,99.834,1000000,2000000,99.8457,1000000,2000000
9128283H1,100.295,2000000,4000000,100.307,2000000,4000000
9128283H1,100.691,1000000,2000000,100.707,1000000,2000000
9128283H1,99.7344,2000000,4000000,99.7422,2000000,4000000
9128283H1,100.246,1000000,2000000,100.262,1000000,2000000
9128283H1,99.2363,2000000,4000000,99.248,2000000,4000000
9128283H1,100.248,1000000,2000000,100.26,1000000,2000000
9128283H1,100.529,2000000,4000000,100.541,2000000,4000000
9128283H1,100.322,1000000,2000000,100.334,1000000,2000000
9128283H1,100.211,2000000,4000000,100.227,2000000,4000000
9128283H1,100.117,1000000,2000000,100.133,1000000,2000000
9128283H1,99.0195,2000000,4000000,99.0273,2000000,4000000
9128283H1,99.4727,1000000,2000000,99.4805,1000000,2000000
9128283H1,99.918,2000000,4000000,99.9258,2000000,4000000
9128283H1,100.119,1000000,2000000,100.131,1000000,2000000
9128283H1,99.6914,2000000,4000000,99.6992,2000000,4000000
9128283H1,99.5449,1000000,2000000,99.5566,1000000,2000000
9128283H1,100.797,2000000,4000000,100.812,2000000,4000000
9128283H1,99.8477,1000000,2000000,99.8633,1000000,2000000
9128283H1,99.3262,2000000,4000000,99.3379,2000000,4000000
9128283H1,100.926,1000000,2000000,100.941,1000000,2000000
9128283H1,100.48,2000000,4000000,100.496,2000000,4000000
9128283H1,100.668,1000000,2000000,100.676,1000000,2000000
9128283H1,100.34,2000000,4000000,100.355,2000000,4000000
9128283H1,99.2422,1000000,2000000,99.2578,1000000,2000000
9128283H1,100.174,2000000,4000000,100.186,2000000,4000000
9128283H1,100.6,1000000,2000000,100.611,1000000,2000000
9128283H1,99.3359,2000000,4000000,99.3516,2000000,4000000
9128283H1,99.6758,1000000,2000000,99.6914,1000000,2000000
9128283H1,99.1797,2000000,4000000,99.1953,2000000,4000000
9128283H1,99.9375,1000000,2000000,99.9453,1000000,2000000
9128283H1,99.7402,2000000,4000000,99.752,2000000,4000000
9128283H1,99.2891,1000000,2000000,99.2969,1000000,2000000
9128283H1,99.4902,2000000,4000000,99.502,2000000,4000000
9128283H1,99.5547,1000000,2000000,99.5625,1000000,2000000
9128283H1,100.602,2000000,4000000,100.609,2000000,4000000
9128283H1,99.9219,1000000,2000000,99.9297,1000000,2000000
9128283H1,99.0508,2000000,4000000,99.0664,2000000,4000000
9128283H1,100.607,1000000,2000000,100.619,1000000,2000000
9128283H1,99.8691,2000000,4000000,99.8809,2000000,4000000
9128283H1,100.674,1000000,2000000,100.686,1000000,2000000
9128283H1,99.2715,2000000,4000000,99.2832,2000000,4000000
9128283H1,99.709,1000000,2000000,99.7207,1000000,2000000
9128283H1,99.1758,2000000,4000000,99.1836,2000000,4000000
9128283H1,99.2656,1000000,2000000,99.2812,1000000,2000000
9128283H1,99.9727,2000000,4000000,99.9805,2000000,4000000
9128283H1,99.5352,1000000,2000000,99.5508,1000000,2000000
9128283H1,99.6973,2000000,4000000,99.709,2000000,4000000
9128283H1,100.598,1000000,2000000,100.605,1000000,2000000
9128283H1,100.443,2000000,4000000,100.455,2000000,4000000
9128283H1,99.2715,1000000,2000000,99.2832,1000000,2000000
9128283H1,100.613,2000000,4000000,100.629,2000000,4000000
9128283H1,99.7285,1000000,2000000,99.7402,1000000,2000000
9128283H1,99.7031,2000000,4000000,99.7109,2000000,4000000
9128283H1,100.754,1000000,2000000,100.762,1000000,2000000
9128283H1,99.123,2000000,4000000,99.1348,2000000,4000000
9128283H1,100.082,1000000,2000000,100.09,1000000,2000000
9128283H1,100.781,2000000,4000000,100.789,2000000,4000000
9128283H1,99.3672,1000000,2000000,99.375,1000000,2000000
9128283H1,99.7891,2000000,4000000,99.8047,2000000,4000000
9128283H1,99.502,1000000,2000000,99.5137,1000000,2000000
9128283H1,100.828,2000000,4000000,100.844,2000000,4000000
9128283H1,99.1953,1000000,2000000,99.2109,1000000,2000000
9128283H1,100.975,2000000,4000000,100.986,2000000,4000000
9128283H1,100.912,1000000,2000000,100.924,1000000,2000000
9128283H1,100.971,2000000,4000000,100.982,2000000,4000000
9128283H1,100.164,1000000,2000000,100.18,1000000,2000000
9128283H1,100.121,2000000,4000000,100.137,2000000,4000000
9128283H1,99.6406,1000000,2000000,99.6562,1000000,2000000
9128283H1,100.934,2000000,4000000,100.949,2000000,4000000
9128283H1,100.803,1000000,2000000,100.814,1000000,2000000
9128283H1,100.508,2000000,4000000,100.523,2000000,4000000
9128283H1,99.7832,1000000,2000000,99.7949,1000000,2000000
9128283H1,99.0781,2000000,4000000,99.0859,2000000,4000000
9128283H1,100.371,1000000,2000000,100.379,1000000,2000000
9128283H1,99.2539,2000000,4000000,99.2695,2000000,4000000
9128283H1,99.6465,1000000,2000000,99.6582,1000000,2000000
9128283H1,100.676,2000000,4000000,100.684,2000000,4000000
9128283H1,99.5039,1000000,2000000,99.5195,1000000,2000000
9128283H1,100.135,2000000,4000000,100.146,2000000,4000000
9128283H1,100.414,1000000,2000000,100.422,1000000,2000000
9128283H1,100.283,2000000,4000000,100.295,2000000,4000000
9128283H1,99.9023,1000000,2000000,99.9102,1000000,2000000
9128283H1,100.656,2000000,4000000,100.664,2000000,4000000
9128283H1,100.521,1000000,2000000,100.533,1000000,2000000
9128283H1,99.0371,2000000,4000000,99.0488,2000000,4000000
9128283H1,99.9648,1000000,2000000,99.9805,1000000,2000000
9128283H1,99.4766,2000000,4000000,99.4844,2000000,4000000
9128283H1,100.176,1000000,2000000,100.184,1000000,2000000
9128283H1,99.1211,2000000,4000000,99.1289,2000000,4000000
9128283H1,100.602,1000000,2000000,100.609,1000000,2000000
9128283H1,99.0391,2000000,4000000,99.0469,2000000,4000000
9128283H1,100.664,1000000,2000000,100.68,1000000,2000000
9128283H1,100.25,2000000,4000000,100.258,2000000,4000000
9128283H1,99.3359,1000000,2000000,99.3516,1000000,2000000
9128283H1,99.9375,2000000,4000000,99.9453,2000000,4000000
9128283H1,99.8281,1000000,2000000,99.8438,1000000,2000000
9128283H1,100.119,2000000,4000000,100.131,2000000,4000000
9128283H1,100.793,1000000,2000000,100.809,1000000,2000000
9128283H1,99.4961,2000000,4000000,99.5117,2000000,4000000
9128283H1,100.166,1000000,2000000,100.178,1000000,2000000
9128283H1,99.9258,2000000,4000000,99.9414,2000000,4000000
9128283H1,100.748,1000000,2000000,100.76,1000000,2000000
9128283H1,100.039,2000000,4000000,100.047,2000000,4000000
9128283H1,100.459,1000000,2000000,100.471,1000000,2000000
9128283H1,100.875,2000000,4000000,100.891,2000000,4000000
9128283H1,99.1777,1000000,2000000,99.1895,1000000,2000000
9128283H1,100.027,2000000,4000000,100.043,2000000,4000000
9128283H1,100.527,1000000,2000000,100.535,1000000,2000000
9128283H1,99.3242,2000000,4000000,99.332,2000000,4000000
9128283H1,100.227,1000000,2000000,100.242,1000000,2000000
9128283H1,100.309,2000000,4000000,100.316,2000000,4000000
9128283H1,99.1973,1000000,2000000,99.209,1000000,2000000
9128283H1,100.918,2000000,4000000,100.926,2000000,4000000
9128283H1,100.5,1000000,2000000,100.508,1000000,2000000
9128283H1,98.9961,2000000,4000000,99.0117,2000000,4000000
9128283H1,99.4668,1000000,2000000,99.4785,1000000,2000000
9128283H1,99.041,2000000,4000000,99.0527,2000000,4000000
9128283H1,100.719,1000000,2000000,100.727,1000000,2000000
9128283H1,100.926,2000000,4000000,100.941,2000000,4000000
9128283H1,99.4902,1000000,2000000,99.502,1000000,2000000
9128283H1,99.9883,2000000,4000000,100.004,2000000,4000000
9128283H1,99.4492,1000000,2000000,99.457,1000000,2000000
9128283H1,100.699,2000000,4000000,100.707,2000000,4000000
9128283H1,100.734,1000000,2000000,100.742,1000000,2000000
9128283H1,99.1406,2000000,4000000,99.1562,2000000,4000000
9128283H1,99.6953,1000000,2000000,99.7109,1000000,2000000
9128283H1,99.6875,2000000,4000000,99.6953,2000000,4000000
9128283H1,100.182,1000000,2000000,100.193,1000000,2000000
9128283H1,99.9688,2000000,4000000,99.9844,2000000,4000000
9128283H1,100.031,1000000,2000000,100.039,1000000,2000000
9128283H1,99.793,2000000,4000000,99.8008,2000000,4000000
9128283H1,99.0703,1000000,2000000,99.0859,1000000,2000000
9128283H1,99.6855,2000000,4000000,99.6973,2000000,4000000
9128283H1,99.8086,1000000,2000000,99.8242,1000000,2000000
