ProductId,Mid,Spread
9128283H1,100-227,0-003
9128283H1,100-125,0-00+
9128283H1,99-247,0-003
9128283H1,99-106,0-00+
9128283H1,99-241,0-002
9128283H1,100-012,0-002
9128283H1,99-160,0-00+
9128283H1,100-232,0-00+
9128283H1,100-10+,0-00+
9128283H1,99-221,0-00+
9128283H1,99-211,0-002
9128283H1,100-007,0-00+
9128283H1,99-037,0-003
9128283H1,99-005,0-00+
9128283H1,100-276,0-00+
9128283H1,100-310,0-00+
9128283H1,100-085,0-00+
9128283H1,100-18+,0-00+
9128283H1,100-313,0-003
9128283H1,99-285,0-002
9128283H1,100-195,0-00+
9128283H1,99-215,0-00+
9128283H1,99-127,0-00+
9128283H1,100-013,0-002
9128283H1,100-26+,0-00+
9128283H1,100-003,0-002
9128283H1,99-200,0-002
9128283H1,100-006,0-00+
9128283H1,100-166,0-002
9128283H1,100-232,0-002
9128283H1,99-083,0-002
9128283H1,100-105,0-002
9128283H1,100-017,0-002
9128283H1,100-156,0-002
9128283H1,99-107,0-002
9128283H1,99-28+,0-002
9128283H1,100-032,0-00+
9128283H1,100-23+,0-003
9128283H1,100-097,0-00+
9128283H1,99-056,0-003
9128283H1,100-297,0-003
9128283H1,99-206,0-002
9128283H1,99-260,0-002
9128283H1,99-067,0-003
9128283H1,100-080,0-00+
9128283H1,99-261,0-00+
9128283H1,100-010,0-003
9128283H1,100-017,0-002
9128283H1,100-212,0-00+
9128283H1,100-031,0-003
9128283H1,99-070,0-002
9128283H1,100-296,0-003
9128283H1,100-093,0-00+
9128283H1,99-02+,0-003
9128283H1,100-192,0-003
9128283H1,99-257,0-00+
9128283H1,100-163,0-003
9128283H1,100-096,0-003
9128283H1,100-282,0-002
9128283H1,99-10+,0-00+
9128283H1,99-312,0-00+
9128283H1,99-057,0-00+
9128283H1,100-031,0-003
9128283H1,100-212,0-00+
9128283H1,99-110,0-002
9128283H1,99-025,0-002
9128283H1,100-166,0-002
9128283H1,100-245,0-00+
9128283H1,99-20+,0-002
9128283H1,100-226,0-002
9128283H1,100-012,0-00+
9128283H1,100-26+,0-003
9128283H1,100-075,0-00+
9128283H1,99-170,0-002
9128283H1,100-030,0-00+
9128283H1,100-175,0-00+
9128283H1,100-082,0-00+
9128283H1,99-053,0-00+
9128283H1,100-08+,0-003
9128283H1,99-13+,0-002
9128283H1,100-156,0-00+
9128283H1,99-131,0-002
9128283H1,100-155,0-00+
9128283H1,100-237,0-002
9128283H1,99-27+,0-002
9128283H1,100-143,0-002
9128283H1,99-005,0-003
9128283H1,99-075,0-003
9128283H1,99-180,0-002
9128283H1,99-122,0-00+
9128283H1,99-17+,0-003
9128283H1,99-167,0-003
9128283H1,100-217,0-002
9128283H1,99-015,0-00+
9128283H1,100-151,0-003
9128283H1,100-030,0-00+
9128283H1,99-07+,0-00+
9128283H1,100-281,0-00+
9128283H1,99-272,0-002
9128283H1,100-035,0-00+
9128283H1,100-247,0-003
9128283H1,100-116,0-002
9128283H1,100-251,0-002
9128283H1,99-205,0-003
9128283H1,99-290,0-002
9128283H1,99-065,0-002
9128283H1,99-046,0-002
9128283H1,100-075,0-003
9128283H1,99-121,0-002
9128283H1,99-193,0-003
9128283H1,100-180,0-00+
9128283H1,100-237,0-003
9128283H1,99-100,0-00+
9128283H1,100-256,0-002
9128283H1,99-182,0-003
9128283H1,100-063,0-003
9128283H1,100-210,0-003
9128283H1,100-056,0-00+
9128283H1,100-192,0-002
9128283H1,99-145,0-00+
9128283H1,100-11+,0-003
9128283H1,100-032,0-00+
9128283H1,99-062,0-002
9128283H1,100-292,0-002
9128283H1,99-120,0-002
9128283H1,100-163,0-002
9128283H1,99-131,0-003
9128283H1,100-09+,0-00+
9128283H1,99-101,0-00+
9128283H1,99-222,0-002
9128283H1,99-047,0-003
9128283H1,100-183,0-002
9128283H1,99-125,0-00+
9128283H1,99-181,0-00+
9128283H1,99-176,0-00+
9128283H1,100-282,0-003
9128283H1,100-230,0-00+
9128283H1,99-310,0-002
9128283H1,100-125,0-00+
9128283H1,99-095,0-002
9128283H1,100-101,0-00+
9128283H1,100-09+,0-00+
9128283H1,99-186,0-003
9128283H1,100-267,0-00+
9128283H1,100-290,0-00+
9128283H1,99-022,0-003
9128283H1,99-23+,0-00+
9128283H1,100-106,0-002
9128283H1,100-170,0-00+
9128283H1,100-287,0-003
9128283H1,99-192,0-003
9128283H1,99-051,0-003
9128283H1,99-15+,0-002
9128283H1,99-197,0-002
9128283H1,99-266,0-002
9128283H1,99-040,0-002
9128283H1,100-011,0-003
9128283H1,100-29+,0-003
9128283H1,99-213,0-003
9128283H1,100-172,0-003
9128283H1,100-222,0-003
9128283H1,100-177,0-002
9128283H1,99-233,0-002
9128283H1,99-306,0-002
9128283H1,100-306,0-002
9128283H1,100-161,0-00+
9128283H1,100-266,0-002
9128283H1,100-083,0-00+
9128283H1,99-135,0-003
9128283H1,99-27+,0-00+
9128283H1,100-222,0-003
9128283H1,99-021,0-002
9128283H1,99-121,0-003
9128283H1,99-111,0-00+
9128283H1,99-173,0-003
9128283H1,99-165,0-003
9128283H1,99-033,0-00+
9128283H1,99-17+,0-002
9128283H1,100-217,0-00+
9128283H1,100-193,0-003
9128283H1,100-103,0-002
9128283H1,100-18+,0-00+
9128283H1,100-043,0-003
9128283H1,100-092,0-00+
9128283H1,100-072,0-003
9128283H1,100-110,0-00+
9128283H1,99-243,0-00+
9128283H1,99-256,0-002
9128283H1,100-146,0-00+
9128283H1,99-233,0-00+
9128283H1,99-233,0-002
9128283H1,99-151,0-002
9128283H1,99-11+,0-003
9128283H1,100-002,0-00+
9128283H1,100-153,0-003
9128283H1,100-186,0-003
9128283H1,100-127,0-003
9128283H1,99-101,0-00+
9128283H1,99-085,0-003
9128283H1,100-080,0-003
9128283H1,100-145,0-002
9128283H1,99-04+,0-003
9128283H1,100-292,0-002
9128283H1,100-002,0-002
9128283H1,100-143,0-00+
9128283H1,100-245,0-002
9128283H1,99-023,0-003
9128283H1,99-151,0-003
9128283H1,100-193,0-002
9128283H1,99-183,0-003
9128283H1,100-04+,0-00+
9128283H1,100-23+,0-00+
9128283H1,100-077,0-002
9128283H1,100-226,0-002
9128283H1,99-105,0-00+
9128283H1,99-106,0-002
9128283H1,99-306,0-002
9128283H1,99-170,0-00+
9128283H1,100-245,0-003
9128283H1,100-222,0-00+
9128283H1,100-000,0-00+
9128283H1,99-246,0-003
9128283H1,100-270,0-003
9128283H1,100-117,0-002
9128283H1,100-006,0-00+
9128283H1,100-121,0-003
9128283H1,99-036,0-00+
9128283H1,100-292,0-00+
9128283H1,99-250,0-003
9128283H1,99-132,0-00+
9128283H1,100-083,0-003
9128283H1,100-160,0-003
9128283H1,100-26+,0-003
9128283H1,100-151,0-003
9128283H1,99-296,0-002
9128283H1,100-260,0-002
9128283H1,100-262,0-003
9128283H1,99-021,0-00+
9128283H1,100-302,0-002
9128283H1,99-033,0-00+
9128283H1,99-006,0-00+
9128283H1,100-053,0-002
9128283H1,99-031,0-00+
9128283H1,100-151,0-003
9128283H1,100-035,0-00+
9128283H1,100-275,0-003
9128283H1,99-123,0-002
9128283H1,100-02+,0-00+
9128283H1,100-253,0-002
9128283H1,100-036,0-00+
9128283H1,100-012,0-00+
9128283H1,99-290,0-00+
9128283H1,100-04+,0-002
9128283H1,99-053,0-002
9128283H1,100-156,0-003
9128283H1,99-310,0-00+
9128283H1,99-061,0-002
9128283H1,100-275,0-002
9128283H1,99-103,0-002
9128283H1,99-310,0-00+
9128283H1,100-055,0-00+
9128283H1,100-145,0-00+
9128283H1,100-231,0-00+
9128283H1,100-205,0-00+
9128283H1,100-316,0-00+
9128283H1,100-087,0-003
9128283H1,99-307,0-00+
9128283H1,100-212,0-002
9128283H1,100-017,0-00+
9128283H1,99-213,0-003
9128283H1,100-186,0-002
9128283H1,99-122,0-00+
9128283H1,100-07+,0-003
9128283H1,99-047,0-002
9128283H1,100-031,0-003
9128283H1,100-170,0-002
9128283H1,99-021,0-003
9128283H1,99-147,0-003
9128283H1,100-247,0-002
9128283H1,99-307,0-003
9128283H1,99-080,0-002
9128283H1,100-093,0-002
9128283H1,99-272,0-00+
9128283H1,99-21+,0-003
9128283H1,99-25+,0-003
9128283H1,99-165,0-003
9128283H1,99-063,0-002
9128283H1,100-053,0-003
9128283H1,100-173,0-002
9128283H1,100-300,0-00+
9128283H1,99-193,0-003
9128283H1,99-293,0-003
9128283H1,99-203,0-00+
9128283H1,100-191,0-00+
9128283H1,99-07+,0-00+
9128283H1,100-172,0-002
9128283H1,100-161,0-00+
9128283H1,100-247,0-00+
9128283H1,100-295,0-002
9128283H1,100-046,0-00+
9128283H1,100-046,0-002
9128283H1,100-022,0-002
9128283H1,100-123,0-003
9128283H1,99-08+,0-003
9128283H1,99-173,0-002
9128283H1,99-29+,0-00+
9128283H1,99-031,0-00+
9128283H1,100-195,0-003
9128283H1,100-14+,0-002
9128283H1,100-082,0-003
9128283H1,100-05+,0-003
9128283H1,100-142,0-00+
9128283H1,99-190,0-002
9128283H1,99-122,0-003
9128283H1,99-183,0-002
9128283H1,100-231,0-002
9128283H1,99-215,0-00+
9128283H1,100-120,0-00+
9128283H1,100-053,0-003
9128283H1,100-076,0-00+
9128283H1,100-272,0-00+
9128283H1,99-10+,0-00+
9128283H1,100-293,0-002
9128283H1,100-247,0-00+
9128283H1,100-255,0-003
9128283H1,99-050,0-00+
9128283H1,100-176,0-00+
9128283H1,99-033,0-00+
9128283H1,100-013,0-00+
9128283H1,99-24+,0-003
9128283H1,99-207,0-003
9128283H1,99-067,0-002
9128283H1,99-31+,0-00+
9128283H1,100-040,0-003
9128283H1,100-155,0-00+
9128283H1,99-266,0-002
9128283H1,99-181,0-003
9128283H1,100-207,0-002
9128283H1,100-155,0-003
9128283H1,100-005,0-002
9128283H1,99-250,0-003
9128283H1,100-022,0-002
9128283H1,99-147,0-00+
9128283H1,100-196,0-00+
9128283H1,99-213,0-00+
9128283H1,99-28+,0-003
9128283H1,100-031,0-002
9128283H1,100-203,0-003
9128283H1,99-275,0-00+
9128283H1,99-135,0-002
9128283H1,99-14+,0-002
9128283H1,100-290,0-002
9128283H1,99-103,0-00+
9128283H1,100-067,0-002
9128283H1,99-015,0-003
9128283H1,99-113,0-002
9128283H1,100-112,0-00+
9128283H1,99-115,0-002
9128283H1,100-276,0-003
9128283H1,100-262,0-003
9128283H1,100-277,0-00+
9128283H1,100-21+,0-003
9128283H1,100-211,0-002
9128283H1,100-241,0-003
9128283H1,99-010,0-00+
9128283H1,99-276,0-002
9128283H1,99-087,0-002
9128283H1,99-077,0-00+
9128283H1,100-105,0-002
9128283H1,100-151,0-00+
9128283H1,99-221,0-002
9128283H1,99-233,0-003
9128283H1,99-000,0-003
9128283H1,100-031,0-00+
9128283H1,99-301,0-00+
9128283H1,100-002,0-00+
9128283H1,100-276,0-003
9128283H1,99-011,0-003
9128283H1,99-200,0-00+
9128283H1,100-185,0-003
9128283H1,100-211,0-002
9128283H1,100-152,0-002
9128283H1,99-04+,0-00+
9128283H1,99-31+,0-00+
9128283H1,99-166,0-003
9128283H1,100-122,0-00+
9128283H1,100-037,0-003
9128283H1,99-263,0-00+
9128283H1,99-183,0-00+
9128283H1,99-216,0-003
9128283H1,99-023,0-002
9128283H1,99-223,0-00+
9128283H1,99-032,0-003
9128283H1,99-263,0-002
9128283H1,99-085,0-003
9128283H1,99-21+,0-002
9128283H1,99-015,0-002
9128283H1,99-255,0-00+
9128283H1,99-046,0-00+
9128283H1,99-312,0-002
9128283H1,100-116,0-003
9128283H1,100-005,0-002
9128283H1,99-286,0-00+
9128283H1,100-177,0-002
9128283H1,100-226,0-00+
9128283H1,99-04+,0-003
9128283H1,99-306,0-00+
9128283H1,100-007,0-003
9128283H1,99-160,0-002
9128283H1,100-076,0-00+
9128283H1,100-036,0-003
9128283H1,100-04+,0-00+
9128283H1,99-296,0-002
9128283H1,99-237,0-003
9128283H1,99-012,0-00+
9128283H1,100-002,0-003
9128283H1,99-081,0-002
9128283H1,100-152,0-00+
9128283H1,99-13+,0-00+
9128283H1,99-123,0-002
9128283H1,100-06+,0-00+
9128283H1,100-017,0-00+
9128283H1,100-082,0-00+
9128283H1,100-05+,0-002
9128283H1,100-027,0-00+
9128283H1,100-080,0-002
9128283H1,100-162,0-003
9128283H1,99-107,0-00+
9128283H1,99-195,0-003
9128283H1,100-173,0-00+
9128283H1,100-202,0-003
9128283H1,100-167,0-003
9128283H1,100-301,0-003
9128283H1,100-110,0-002
9128283H1,100-076,0-003
9128283H1,99-096,0-003
9128283H1,99-027,0-00+
9128283H1,99-263,0-00+
9128283H1,100-00+,0-00+
9128283H1,99-057,0-003
9128283H1,99-24+,0-00+
9128283H1,100-315,0-003
9128283H1,99-177,0-003
9128283H1,100-220,0-003
9128283H1,99-046,0-00+
9128283H1,99-157,0-002
9128283H1,99-110,0-00+
9128283H1,99-255,0-002
9128283H1,100-276,0-00+
9128283H1,99-123,0-003
9128283H1,99-26+,0-003
9128283H1,100-227,0-00+
9128283H1,100-080,0-003
9128283H1,100-303,0-003
9128283H1,99-08+,0-00+
9128283H1,99-036,0-003
9128283H1,100-002,0-003
9128283H1,100-21+,0-00+
9128283H1,100-00+,0-00+
9128283H1,100-092,0-002
9128283H1,100-163,0-003
9128283H1,100-210,0-00+
9128283H1,99-295,0-00+
9128283H1,99-070,0-002
9128283H1,99-021,0-003
9128283H1,99-001,0-002
9128283H1,100-021,0-00+
9128283H1,100-035,0-003
9128283H1,99-10+,0-002
9128283H1,100-00+,0-00+
9128283H1,100-086,0-003
9128283H1,99-283,0-003
9128283H1,100-232,0-002
9128283H1,99-175,0-002
9128283H1,100-032,0-002
9128283H1,100-03+,0-00+
9128283H1,100-022,0-002
9128283H1,100-096,0-003
9128283H1,99-06+,0-003
9128283H1,99-18+,0-002
9128283H1,100-126,0-00+
9128283H1,99-135,0-003
9128283H1,100-142,0-00+
9128283H1,100-030,0-002
9128283H1,100-141,0-002
9128283H1,100-165,0-00+
9128283H1,100-012,0-00+
9128283H1,99-29+,0-00+
9128283H1,99-257,0-00+
9128283H1,100-10+,0-002
9128283H1,100-125,0-00+
9128283H1,99-21+,0-00+
9128283H1,100-02+,0-002
9128283H1,100-08+,0-00+
9128283H1,99-317,0-002
9128283H1,100-036,0-00+
9128283H1,99-177,0-00+
9128283H1,99-106,0-00+
9128283H1,100-047,0-00+
9128283H1,100-10+,0-00+
9128283H1,100-112,0-003
9128283H1,100-305,0-002
9128283H1,100-275,0-002
9128283H1,99-010,0-002
9128283H1,99-260,0-003
9128283H1,100-073,0-003
9128283H1,100-141,0-00+
9128283H1,99-157,0-003
9128283H1,100-285,0-003
9128283H1,99-157,0-00+
9128283H1,99-146,0-002
9128283H1,99-282,0-003
9128283H1,99-286,0-00+
9128283H1,100-095,0-003
9128283H1,99-090,0-003
9128283H1,99-066,0-002
9128283H1,100-031,0-003
9128283H1,99-150,0-002
9128283H1,100-00+,0-002
9128283H1,99-266,0-00+
9128283H1,100-186,0-003
9128283H1,99-095,0-003
9128283H1,99-026,0-00+
9128283H1,100-110,0-002
9128283H1,100-253,0-003
9128283H1,99-037,0-002
9128283H1,99-140,0-002
9128283H1,99-192,0-003
9128283H1,100-145,0-00+
9128283H1,100-157,0-00+
9128283H1,100-111,0-003
9128283H1,100-227,0-00+
9128283H1,100-091,0-003
9128283H1,99-161,0-002
9128283H1,99-052,0-002
9128283H1,99-215,0-00+
9128283H1,99-107,0-00+
9128283H1,99-167,0-003
9128283H1,99-091,0-002
9128283H1,99-030,0-002
9128283H1,99-192,0-002
9128283H1,99-03+,0-003
9128283H1,100-095,0-003
9128283H1,99-26+,0-003
9128283H1,100-136,0-00+
9128283H1,99-036,0-002
9128283H1,99-017,0-003
9128283H1,100-093,0-00+
9128283H1,99-210,0-00+
9128283H1,99-085,0-003
9128283H1,99-096,0-003
9128283H1,100-212,0-00+
9128283H1,99-010,0-00+
9128283H1,99-093,0-002
9128283H1,99-202,0-00+
9128283H1,100-243,0-00+
9128283H1,100-19+,0-00+
9128283H1,99-131,0-003
9128283H1,100-175,0-003
9128283H1,99-082,0-002
9128283H1,99-106,0-003
9128283H1,99-246,0-00+
9128283H1,99-076,0-00+
9128283H1,100-197,0-003
9128283H1,99-212,0-002
9128283H1,100-151,0-003
9128283H1,99-02+,0-002
9128283H1,99-212,0-003
9128283H1,99-106,0-002
9128283H1,99-057,0-002
9128283H1,100-280,0-003
9128283H1,99-243,0-003
9128283H1,99-081,0-00+
9128283H1,100-08+,0-00+
9128283H1,100-047,0-003
9128283H1,99-182,0-003
9128283H1,99-070,0-002
9128283H1,100-295,0-002
9128283H1,100-22+,0-002
9128283H1,99-215,0-00+
9128283H1,99-043,0-002
9128283H1,100-252,0-002
9128283H1,99-193,0-00+
9128283H1,99-143,0-002
9128283H1,99-073,0-003
9128283H1,100-111,0-00+
9128283H1,100-125,0-002
9128283H1,99-213,0-00+
9128283H1,100-311,0-002
9128283H1,99-09+,0-003
9128283H1,99-101,0-003
9128283H1,100-16+,0-00+
9128283H1,100-070,0-002
9128283H1,99-062,0-002
9128283H1,100-226,0-002
9128283H1,99-271,0-002
9128283H1,100-090,0-00+
9128283H1,99-232,0-003
9128283H1,100-017,0-002
9128283H1,100-263,0-003
9128283H1,99-11+,0-00+
9128283H1,99-017,0-002
9128283H1,100-021,0-003
9128283H1,99-190,0-002
9128283H1,99-210,0-00+
